Primary ID,0,1,2,3,4,5,6,7,8,0,1,2,3,4,5,0,1,2,3,4,5,6,API dose,API %,Plast %,%5min,%10min,%15min,%30min,%60min,%120min,%180min,%240min
Amlodipine_N1_1,21.038400892577123,5.392049784027055,-6.014286281430753,0.904203309363328,-2.5714251492573146,10.451831441819927,2.2807832464936015,7.892633092200053,1.552963119219709,3.6617981185035586,0.5639891294032517,0.3410913000735101,-1.040454146005766,0.6502979352770129,0.15894175595132135,3.930813389495341,1.1222770198917922,1.2830810899676306,0.8107193474997039,0.1076045082859395,0.30319213294371034,-0.23191304441325034,-1.3349682052474006,-1.3322517993133374,-1.3324610751301218,-0.0629914600572513,-0.2653982082315175,-0.361737206401316,-0.9433232386508518,-1.1578865451338711,-1.6625169037438576,-2.2662595153332488,-2.6329247469330577
Amlodipine_N1_2,21.038400892577087,5.392049784027032,-6.014286281430768,0.9042033093633016,-2.571425149257261,10.45183144181998,2.2807832464936624,7.8926330922000485,1.5529631192197035,3.661798118503598,0.5639891294032441,0.34109130007351185,-1.0404541460057668,0.6502979352770069,0.15894175595132398,3.930813389495388,1.1222770198917844,1.2830810899676297,0.810719347499713,0.10760450828594564,0.3031921329437157,-0.2319130444132508,-1.2192646742837472,-1.3322517993133374,-1.3324610751301218,1.6811662806105652,0.9951007065922396,0.5938670128162318,-0.8489416779384267,-1.0008398300907908,-0.9044506073298111,-1.5798114657367326,-2.073213331769779
Amlodipine_N2_1,21.038400892577087,5.392049784027031,-6.014286281430782,0.9042033093633289,-2.571425149257302,10.451831441819884,2.2807832464936078,7.892633092200042,1.5529631192196982,3.6617981185035893,0.5639891294032671,0.34109130007352023,-1.0404541460057681,0.6502979352770194,0.15894175595131718,3.930813389495374,1.1222770198917986,1.2830810899676321,0.8107193474997078,0.10760450828593858,0.30319213294371056,-0.23191304441325203,-0.053964826721236384,0.06284206600534609,-1.3324610751301218,-1.0791409985036178,-1.3221660406892306,-1.4217921391251855,-1.540446571862423,-1.496967970730531,-1.9314933472505171,-2.4254995423398467,-2.6387825668142413
Amlodipine_N2_2,21.038400892577087,5.39204978402703,-6.014286281430775,0.9042033093633006,-2.5714251492573066,10.451831441819948,2.2807832464936015,7.892633092200045,1.5529631192196804,3.6617981185035937,0.5639891294032564,0.3410913000735013,-1.0404541460057806,0.6502979352770119,0.15894175595132184,3.93081338949539,1.1222770198917937,1.2830810899676273,0.8107193474997032,0.10760450828593938,0.3031921329437121,-0.23191304441324898,-0.16553608872190215,0.06284206600534609,-1.3324610751301218,1.7361504764774842,1.0465862783814404,0.6423337710962094,-1.370477297093726,-1.4555787230704116,-1.883627489746796,-2.7173508581997545,-2.9004476665795482
Amlodipine_N4_1,21.038400892577087,5.39204978402703,-6.014286281430772,0.904203309363325,-2.571425149257304,10.45183144181995,2.2807832464936446,7.892633092200073,1.552963119219751,3.6617981185035924,0.5639891294032648,0.34109130007351746,-1.0404541460057624,0.6502979352770081,0.15894175595132579,3.9308133894953756,1.1222770198917968,1.2830810899676364,0.8107193474997042,0.1076045082859385,0.3031921329437099,-0.2319130444132515,-1.3060423225064874,-1.3322517993133374,0.03701280764250337,-0.6560505454674654,-0.47974460461817714,-0.35217819275703055,-1.194767725557924,-1.2597745883460105,-1.903821660618065,-2.3112003497130975,-2.414435108061917
Amlodipine_N4_2,21.038400892577087,5.39204978402703,-6.014286281430771,0.9042033093633245,-2.5714251492572893,10.451831441819925,2.280783246493623,7.892633092200075,1.552963119219718,3.6617981185035924,0.563989129403261,0.3410913000735117,-1.0404541460057732,0.6502979352770099,0.1589417559513188,3.9308133894953627,1.1222770198918073,1.2830810899676326,0.8107193474997052,0.10760450828594287,0.30319213294371344,-0.23191304441325294,-1.2729841708025864,-1.3322517993133374,0.03701280764250337,-0.6560505454674654,-0.38627557201692553,-0.5806396338781972,-1.323939858209737,-1.7177775175874703,-1.933660879920449,-2.3040491732544783,-2.35837733701594
Amlodipine_N5_1,21.038400892577087,5.39204978402703,-6.014286281430771,0.9042033093633243,-2.571425149257287,10.451831441819921,2.2807832464936175,7.892633092200052,1.5529631192196915,3.6617981185035893,0.5639891294032623,0.3410913000735125,-1.0404541460057768,0.6502979352770129,0.1589417559513176,3.930813389495375,1.1222770198917926,1.283081089967631,0.810719347499709,0.10760450828594395,0.3031921329437112,-0.23191304441325644,0.1815745041690585,0.06284206600534609,0.03701280764250337,-0.17458736213899798,-0.9029083584876952,-1.292230395076984,-1.4921010083078918,-1.4720894190588358,-1.9963544256001562,-2.385896693727005,-2.4619567717115136
Amlodipine_N5_2,21.038400892577087,5.39204978402703,-6.014286281430771,0.9042033093633242,-2.5714251492572857,10.451831441819925,2.280783246493621,7.892633092200052,1.5529631192196887,3.6617981185035897,0.5639891294032608,0.3410913000735113,-1.0404541460057752,0.6502979352770156,0.15894175595132,3.930813389495371,1.1222770198917837,1.2830810899676441,0.8107193474997141,0.10760450828594226,0.3031921329437079,-0.23191304441324725,0.2187649248359471,0.06284206600534609,0.03701280764250337,0.5261624527194153,-0.5894238513844972,-0.2668396364662251,-0.8014661868383117,-1.2736408519088598,-1.3875167199566785,-2.0588969689932974,-2.5251230281523305
Amlodipine_N10_1,21.038400892577087,5.39204978402703,-6.014286281430771,0.9042033093633242,-2.5714251492572857,10.451831441819927,2.2807832464936233,7.892633092200057,1.5529631192197055,3.661798118503591,0.5639891294032615,0.34109130007351146,-1.040454146005773,0.650297935277013,0.15894175595131943,3.930813389495376,1.122277019891797,1.2830810899676344,0.8107193474997049,0.1076045082859392,0.30319213294371317,-0.2319130444132521,-0.12834566805501357,0.06284206600534609,0.03701280764250337,-0.9034418317468775,-0.8335799926140292,-0.7609973642212174,-0.9932506632507336,-1.056486368852678,-1.654792166148198,-1.9197475557483483,-1.851411274131951
Amlodipine_N10_2,21.038400892577087,5.39204978402703,-6.014286281430771,0.9042033093633242,-2.5714251492572857,10.451831441819927,2.2807832464936233,7.892633092200058,1.5529631192197022,3.6617981185035906,0.5639891294032602,0.3410913000735109,-1.0404541460057741,0.6502979352770162,0.15894175595131926,3.930813389495376,1.1222770198917984,1.283081089967634,0.8107193474997049,0.10760450828594227,0.30319213294371067,-0.23191304441325306,-0.15313928183293937,0.06284206600534609,0.03701280764250337,0.46488395779975134,0.40394402021483883,0.37685805215008394,-0.39030745079824014,-0.9184837485104377,-1.715362725183092,-2.356222978199904,-2.768156165566901
