Primary ID,%5min,%10min,%15min,%30min,%60min,%120min,%180min,%240min
Acetazolamida_N6_2,3.943847377744941,7.083058286715962,10.029903632668772,19.917130745198513,40.4736441984568,67.42494708803072,77.70342882570608,86.75088486243035
Acetazolamida_N7_1,12.329070948374495,19.075819437105174,24.540854538549265,36.46137894684386,55.237869637413304,61.99568619358467,69.29443505988552,75.42526897878287
Acetazolamida_N7_2,13.651843526714735,17.571891934080025,21.78025570386159,40.05348525521938,61.123848415204094,61.99448727182821,72.15825401374205,72.15825401374205
Acetazolamida_N8_1,9.609601438758943,16.203639279889973,22.896904948546524,45.1844875609813,78.97843646392991,83.19563591175364,83.19563591175364,83.19563591175364
Acetazolamida_N8_2,7.614182255321163,10.643847263971075,14.755370319278,27.31114987266241,59.26532564409295,78.54357477220947,85.39870390009459,86.26075028709789
Acetazolamida_N9_1,5.213443258086551,8.478351405697303,11.493602509528008,25.65407390996949,41.33322248945069,59.492802334546504,67.33371998953665,74.99253804009774
Acetazolamida_N9_2,6.008416048568995,11.092120236052638,14.9545152091676,26.872414712326144,47.08266447657986,61.532346603889685,70.89521138283541,77.42025211959837
Acetazolamida_N10_1,8.16900473941159,13.658449380202642,16.478854939480144,26.82094473336548,46.659896984329066,88.12669272026893,92.9726563944049,92.36086859926424
Acetazolamida_N10_2,6.854625472684784,9.67410198626773,11.823103951172852,19.222418698797885,36.22776480891448,71.59827605657685,87.37029405429203,89.36598846047444
Acetazolamida_N11_1,10.443293034896904,14.706937128883602,18.632524843512957,28.230778919529016,56.70853259627439,91.35636280381728,92.3035131847675,92.81777981644882
Acetazolamida_N11_2,7.626250768311385,11.7087067091276,16.20537368016676,31.96545198568539,64.63404623757904,97.75249135218117,98.40576967037332,99.01071203254826
Spironolactona_N1_1,6.069954860887321,8.449900032279572,12.083670892359248,16.933041048178552,28.39645451101632,45.766033682941064,56.57608915746141,58.0
Spironolactona_N1_2,10.093705797636929,11.991792751296902,17.16903369134499,22.763825908197006,37.962441623840846,53.84150593382069,53.84150593382069,55.0
Spironolactona_N8_1,2.7422132302037325,8.050557615598317,8.050557615598317,14.042529220536949,23.42548979248911,39.25390393649245,45.46383358695903,57.51047026296939
Spironolactona_N8_2,4.157567549826421,5.264378786029573,11.559680730348736,17.854982674667898,31.95619775995759,40.74204203555121,49.126996929952334,67.0736550938989
Cafeina_N2_1,10.400192719865045,15.12160911760736,19.868934612845777,33.59994839556072,55.988262413140696,84.23210643799493,89.46608282588856,94.72656009651736
Cafeina_N2_2,8.19844083268607,12.593827189658532,17.013379321427987,30.461499319786064,55.2083375563274,89.24681388378698,89.24681388378698,93.1723966389502
Cafeina_N5_1,9.546045051179274,15.42256241461858,21.33143246572357,36.94136925082231,61.49624031593655,93.28956159307856,97.15715564481047,100.0
Cafeina_N5_2,9.50209466032153,15.10553372454469,20.73980973126475,36.168565419705686,61.06474862270999,93.86779474695716,94.87871713519644,95.89238290007673
Cafeina_N9_1,8.481682769551778,14.901193792433382,21.356106985109715,40.71023056253771,67.27731676799482,90.68641494067852,91.58703661029703,92.48988880413454
