Primary ID,0,1,2,3,4,5,6,7,8,0,1,2,3,4,5,0,1,2,3,4,5,6,API dose,API %,Plast %
Amlodipine_N1_1,20.95368611026688,5.689311441840502,-6.191519306367233,0.5957085700209401,-3.4764374846041015,-9.792321697846914,2.797483659552741,7.901833042574539,1.5427514221011442,3.6442781974513974,0.5763865581113468,0.342909768915662,-1.0273500057784692,0.6627399019917465,0.1531313250100248,3.903647431098027,1.126562739379845,1.3406833503463358,0.7091667601241372,0.13136199732190168,0.30206631134111517,-0.23401606621867826,-1.3281599442578236,-1.3256650136307095,-1.3260914775522716
Amlodipine_N1_2,20.953686110266865,5.689311441840524,-6.1915193063672165,0.5957085700209706,-3.4764374846040416,-9.792321697846914,2.7974836595527344,7.901833042574563,1.542751422101153,3.6442781974513587,0.5763865581113523,0.3429097689156635,-1.0273500057784728,0.6627399019917273,0.15313132501002835,3.9036474310979754,1.1265627393798479,1.3406833503463353,0.7091667601241326,0.13136199732190165,0.30206631134111084,-0.2340160662186789,-1.212977000097634,-1.3256650136307095,-1.3260914775522716
Amlodipine_N2_1,20.953686110266865,5.68931144184053,-6.191519306367165,0.5957085700209107,-3.4764374846040553,-9.792321697846901,2.7974836595527157,7.901833042574545,1.5427514221011513,3.644278197451371,0.5763865581113444,0.3429097689156659,-1.0273500057784695,0.6627399019917449,0.1531313250100305,3.903647431097984,1.1265627393798394,1.3406833503463391,0.7091667601241292,0.13136199732190618,0.3020663113411112,-0.23401606621867846,-0.052920205341442414,0.06312690541098624,-1.3260914775522716
Amlodipine_N2_2,20.953686110266865,5.68931144184053,-6.1915193063671925,0.5957085700209572,-3.4764374846040322,-9.79232169784688,2.7974836595527495,7.901833042574524,1.5427514221011462,3.644278197451375,0.5763865581113349,0.3429097689156496,-1.0273500057784664,0.6627399019917353,0.15313132501002583,3.903647431097987,1.1265627393798405,1.3406833503463296,0.7091667601241334,0.13136199732190657,0.3020663113411118,-0.23401606621867696,-0.1639894729244819,0.06312690541098624,-1.3260914775522716
Amlodipine_N4_1,20.953686110266865,5.68931144184053,-6.191519306367185,0.5957085700209582,-3.476437484604034,-9.792321697846907,2.7974836595527663,7.901833042574551,1.5427514221011516,3.644278197451373,0.5763865581113391,0.3429097689156568,-1.027350005778471,0.6627399019917461,0.15313132501002794,3.903647431097987,1.1265627393798419,1.3406833503463285,0.709166760124132,0.13136199732190118,0.30206631134111134,-0.2340160662186765,-1.299364208217776,-1.3256650136307095,0.03718013488464306
Amlodipine_N4_2,20.953686110266865,5.68931144184053,-6.191519306367192,0.5957085700209596,-3.4764374846040345,-9.79232169784689,2.797483659552799,7.901833042574543,1.5427514221011607,3.6442781974513716,0.5763865581113432,0.34290976891565944,-1.0273500057784637,0.6627399019917443,0.15313132501002766,3.903647431097974,1.126562739379847,1.3406833503463376,0.7091667601241322,0.13136199732190149,0.3020663113411092,-0.23401606621868026,-1.2664547956005792,-1.3256650136307095,0.03718013488464306
Amlodipine_N5_1,20.953686110266865,5.68931144184053,-6.191519306367192,0.5957085700209594,-3.4764374846040416,-9.792321697846884,2.7974836595527783,7.901833042574562,1.542751422101162,3.6442781974513716,0.5763865581113389,0.34290976891566033,-1.0273500057784688,0.6627399019917425,0.15313132501002982,3.903647431097984,1.1265627393798447,1.3406833503463267,0.7091667601241349,0.1313619973219108,0.3020663113411124,-0.23401606621868087,0.18155935955608585,0.06312690541098624,0.03718013488464306
Amlodipine_N5_2,20.953686110266865,5.68931144184053,-6.191519306367192,0.5957085700209594,-3.4764374846040385,-9.792321697846884,2.7974836595527584,7.901833042574556,1.5427514221011547,3.6442781974513716,0.5763865581113391,0.34290976891566044,-1.02735000577847,0.6627399019917437,0.15313132501002852,3.9036474310979834,1.1265627393798403,1.3406833503463382,0.7091667601241326,0.1313619973218992,0.3020663113411103,-0.2340160662186793,0.21858244875043234,0.06312690541098624,0.03718013488464306
Amlodipine_N10_1,20.953686110266865,5.68931144184053,-6.191519306367192,0.5957085700209594,-3.4764374846040385,-9.792321697846884,2.79748365955276,7.901833042574557,1.5427514221011467,3.644278197451373,0.5763865581113395,0.34290976891566094,-1.0273500057784688,0.6627399019917412,0.15313132501002788,3.9036474310979847,1.1265627393798392,1.340683350346334,0.7091667601241352,0.13136199732190185,0.3020663113411128,-0.2340160662186803,-0.1269663837301354,0.06312690541098624,0.03718013488464306
