Primary ID,0,1,2,3,4,5,6,0,1,2,3,4,5,0,1,2,3,4,5,API dose,API %,Plast %,%5min,%10min,%15min,%30min,%60min,%120min,%180min,%240min,Scor imprimabilitate,ST-Hardness (g),ST-Rigidity at 2% deformation (g),ST-Rigidity at 4% deformation (g),ST-Peak stress (N/mp),3PBT-Hardness (g),3PBT-Deformation at hardness (mm),3PBT-Total work (mJ),3PBT-Maximum force (N),3PBT-Peak stress (N/mp),3PBT-Flexural stress (g/mmp) (Samaro 2021 Prasad 2019),3PBT-Flexural strain (%),3PBT-Breaking distance (mm),3PBT-Stiffness (N/mm) (Hu 2022)
BCS1_S1,21.571509430839615,6.170082078349711,-4.661010484889856,-0.46986800981202126,5.097721043208162,-10.968114638784712,1.2793077486401103,3.5367367348536822,0.5699031398230737,0.49473120395200393,1.366409412695697,0.5143716916479668,0.390619752448217,4.014031102871352,-0.9558904501234632,-1.2775213907389995,0.39972100761447715,-0.13757984316455193,0.296129324242409,-1.2533804860259725,-1.301744711868633,-1.4179257253080004,0.8688605438138515,0.3742022767409132,0.0949926113788525,-0.987687786664202,-1.1729826163620203,-1.4393146111858288,-2.172350255614176,-2.579316161512419,0.6716912669026353,0.6949784726791609,-0.11498718194568988,0.47990104934966976,-0.04776532315602937,1.1899392851149124,2.545667876980429,-0.07599187244162631,1.1899392851149129,1.2432007167080348,1.1155141792186973,0.29484542358802013,2.545667876980429,-1.1151967918767836
BCS1_S2,21.571509430839587,6.170082078349834,-4.661010484889865,-0.469868009811998,5.0977210432080895,-10.96811463878477,1.2793077486401645,3.5367367348536822,0.5699031398230737,0.49473120395200393,1.366409412695697,0.5143716916479668,0.390619752448217,4.014031102871352,-0.9558904501234632,-1.2775213907389995,0.39972100761447715,-0.13757984316455193,0.296129324242409,-1.2533804860259725,-1.301744711868633,-1.4179257253080004,0.8688605438138515,0.3742022767409132,0.0949926113788525,-0.987687786664202,-1.1729826163620203,-1.4393146111858288,-2.172350255614176,-2.579316161512419,0.6716912669026353,1.4144249089937615,1.3371142262862254,1.2079869729533075,0.08826515041572777,0.10561448078612769,2.611650346328809,-0.31597320247773936,0.10561448078612808,0.4113761095812052,0.6314898027012049,0.2573312052576683,2.611650346328809,-1.4508487719307976
BCS1_S3,21.571509430839587,6.17008207834982,-4.661010484889902,-0.46986800981206867,5.097721043208092,-10.968114638784861,1.2793077486401951,3.5367367348536822,0.5699031398230737,0.49473120395200393,1.366409412695697,0.5143716916479668,0.390619752448217,4.014031102871352,-0.9558904501234632,-1.2775213907389995,0.39972100761447715,-0.13757984316455193,0.296129324242409,-1.2533804860259725,-1.301744711868633,-1.4179257253080004,0.8688605438138515,0.3742022767409132,0.0949926113788525,-0.987687786664202,-1.1729826163620203,-1.4393146111858288,-2.172350255614176,-2.579316161512419,0.6716912669026353,-1.4582943120652425,-1.0795216939829475,-1.3021940777953596,-0.33195845836646026,0.17444133362214187,3.0515334753180117,-0.22120091451432522,0.17444133362214206,0.31573237408254423,0.4814308583002194,0.36619784387966925,3.0515334753180117,-1.50367743063273
BCS1_S4,21.571509430839587,6.17008207834981,-4.661010484889841,-0.46986800981199,5.097721043208096,-10.968114638784773,1.2793077486401208,3.5367367348536822,0.5699031398230737,0.49473120395200393,1.366409412695697,0.5143716916479668,0.390619752448217,4.014031102871352,-0.9558904501234632,-1.2775213907389995,0.39972100761447715,-0.13757984316455193,0.296129324242409,-1.2533804860259725,-1.301744711868633,-1.4179257253080004,0.8688605438138515,0.3742022767409132,0.0949926113788525,-0.987687786664202,-1.1729826163620203,-1.4393146111858288,-2.172350255614176,-2.579316161512419,0.6716912669026353,0.7186222522763543,0.3990779151291123,0.6266618245263192,-0.013517409011389562,1.3976273322692008,2.5603306479467354,0.005357730960445821,1.3976273322692014,1.338394454075284,1.1381381276784757,0.3114896088145724,2.5603306479467354,-1.0572115087018223
BCS1_S6,21.571509430839587,6.170082078349813,-4.661010484889844,-0.46986800981203075,5.09772104320808,-10.968114638784726,1.2793077486401656,3.5367367348536822,0.5699031398230737,0.49473120395200393,1.366409412695697,0.5143716916479668,0.390619752448217,4.014031102871352,-0.9558904501234632,-1.2775213907389995,0.39972100761447715,-0.13757984316455193,0.296129324242409,-0.0885103236835218,0.0781648094886476,-1.4179257253080004,0.34848077132396155,-0.16158248292086547,-0.4589844411822081,-1.5781080895282265,-1.5900576582529817,-2.1126646424373368,-2.8770913085896446,-3.024588076376747,-2.0170263916000635,-0.8266676285402175,-1.010626371694572,-0.8009202612829075,-0.2189733277686277,-0.697365468967371,2.7362838995424164,-0.42864240318960933,-0.697365468967371,-0.13162775807947813,0.4191377057812321,0.20493226252697794,2.7362838995424164,-1.7018624670213789
BCS1_S7,21.571509430839587,6.170082078349813,-4.661010484889842,-0.4698680098120197,5.0977210432080815,-10.968114638784773,1.2793077486401438,3.5367367348536822,0.5699031398230737,0.49473120395200393,1.366409412695697,0.5143716916479668,0.390619752448217,4.014031102871352,-0.9558904501234632,-1.2775213907389995,0.39972100761447715,-0.13757984316455193,0.296129324242409,-0.0885103236835218,0.0781648094886476,-1.4179257253080004,0.34848077132396155,-0.16158248292086547,-0.4589844411822081,-1.5781080895282265,-1.5900576582529817,-2.1126646424373368,-2.8770913085896446,-3.024588076376747,-2.0170263916000635,0.9027059648545033,1.1834246611813877,0.855379915710708,0.05259200396451616,-0.6864980711511582,2.6776328156771894,-0.42172768690043316,-0.6864980711511581,-0.14203970464046456,0.38823135299106454,0.19950464006754054,2.6776328156771894,-1.6917772073499364
BCS1_S8,21.571509430839587,6.170082078349813,-4.661010484889842,-0.46986800981201876,5.097721043208081,-10.96811463878478,1.2793077486401505,3.5367367348536822,0.5699031398230737,0.49473120395200393,1.366409412695697,0.5143716916479668,0.390619752448217,4.014031102871352,-0.9558904501234632,-1.2775213907389995,0.39972100761447715,-0.13757984316455193,0.296129324242409,-0.0885103236835218,0.0781648094886476,-1.4179257253080004,0.34848077132396155,-0.16158248292086547,-0.4589844411822081,-1.5781080895282265,-1.5900576582529817,-2.1126646424373368,-2.8770913085896446,-3.024588076376747,-2.0170263916000635,-0.7304036687516442,-1.2226119787357275,-0.8733476568246306,-0.219315696435917,-1.3023172807365482,-0.8047752888206584,-0.5795459175004533,-1.3023172807365484,-0.9781247532597611,-0.3094115477816821,-0.4087503932376909,-0.8047752888206584,-0.5089230877882017
BCS1_S9,21.571509430839587,6.170082078349813,-4.661010484889842,-0.4698680098120185,5.097721043208081,-10.968114638784783,1.2793077486401547,3.5367367348536822,0.5699031398230737,0.49473120395200393,1.366409412695697,0.5143716916479668,0.390619752448217,4.014031102871352,-0.9558904501234632,-1.2775213907389995,0.39972100761447715,-0.13757984316455193,0.296129324242409,-0.0885103236835218,0.0781648094886476,-1.4179257253080004,0.34848077132396155,-0.16158248292086547,-0.4589844411822081,-1.5781080895282265,-1.5900576582529817,-2.1126646424373368,-2.8770913085896446,-3.024588076376747,-2.0170263916000635,0.8993282820549042,0.8442476899155389,0.6971832359748391,0.04161405393996271,-0.8012094925445152,-0.21093306468523604,-0.40017004199888406,-0.8012094925445149,0.04092662744045849,0.7160592819914241,-0.3177925523110841,-0.21093306468523604,-0.7648615906491426
BCS1_S10,21.571509430839587,6.170082078349813,-4.661010484889842,-0.4698680098120185,5.097721043208081,-10.968114638784783,1.2793077486401545,3.5367367348536822,0.5699031398230737,0.49473120395200393,1.366409412695697,0.5143716916479668,0.390619752448217,4.014031102871352,-0.9558904501234632,-1.2775213907389995,0.39972100761447715,-0.13757984316455193,0.296129324242409,-0.0885103236835218,0.0781648094886476,-1.4179257253080004,0.34848077132396155,-0.16158248292086547,-0.4589844411822081,-1.5781080895282265,-1.5900576582529817,-2.1126646424373368,-2.8770913085896446,-3.024588076376747,-2.0170263916000635,0.7084892038775571,0.5951646016421811,0.6704994586699937,-0.0020191604107325997,-0.5452218995403924,-0.21093306468523604,-0.3538007680597029,-0.5452218995403922,0.000857661171177512,0.4821927576171799,-0.29865841582600516,-0.21093306468523604,-0.5468967095824525
BCS1_S16,21.571509430839587,6.170082078349813,-4.661010484889842,-0.4698680098120185,5.097721043208081,-10.968114638784783,1.2793077486401545,3.5367367348536822,0.5699031398230737,0.49473120395200393,1.366409412695697,0.5143716916479668,0.390619752448217,4.014031102871352,-0.9558904501234632,-1.2775213907389995,0.39972100761447715,-0.13757984316455193,0.296129324242409,-1.265750788634919,-1.301744711868633,-0.027267802409769306,-0.7176056390602122,-0.4762692011313185,-0.5429688362229622,-1.3710991013113747,-1.6031955599526806,-2.1247282675269568,-2.5903640576567413,-2.6149523424811187,0.6716912669026353,-0.27610533220557004,-0.43296559250742317,-0.20625322420349662,-0.10613023743851417,-0.5295245471391961,-0.47486294207875707,-0.39650930984579086,-0.5295245471391961,-0.4697875783825813,-0.11943105253650645,-0.3240449220328093,-0.47486294207875707,-0.17005091998316546
